Age,Gender,Education Level,Occupation,Income,Debt-to-Income Ratio,Net Worth,Investment Amount,Financial Knowledge,Risk Tolerance,Investment Horizon,Market Condition,Interest Rate (%),Inflation Rate (%),Stocks (%),Bonds (%),Gold (%),Real Estate (%)
18,Male,Undergraduate,Student,2347,0.45,44593,1161.7,2,10,Long,Neutral,8.74,2.13,65.0,11.0,18.0,6.0
21,Female,Undergraduate,Student,2366,0.17,44954,1061.24,6,5,Medium,Bullish,7.95,6.14,51.0,30.0,10.0,9.0
38,Male,Graduate,Mid-career,60279,0.24,482232,20616.65,3,7,Short,Bullish,5.04,2.21,55.0,29.0,19.0,-3.0
23,Female,Postgraduate,Freelancer,73099,0.15,1023386,32187.89,4,7,Medium,Bearish,7.35,2.06,39.0,25.0,18.0,18.0
25,Male,Postgraduate,Freelancer,69471,0.16,1319949,30002.82,8,10,Long,Bullish,6.71,6.91,61.0,5.0,13.0,21.0
19,Male,Undergraduate,Student,5844,0.35,11688,2752.08,1,9,Medium,Neutral,8.1,6.87,77.0,10.0,16.0,-3.0
60,Male,Graduate,Executive,335817,0.28,6716340,37892.7,3,4,Medium,Bullish,8.9,4.51,24.0,39.0,19.0,18.0
55,Male,Graduate,Senior Professional,117196,0.15,1992332,44892.85,7,4,Long,Neutral,5.84,6.38,21.0,60.0,15.0,4.0
22,Female,Graduate,Student,9443,0.22,179417,1287.49,3,8,Medium,Bearish,8.12,6.96,47.0,18.0,12.0,23.0
25,Male,Postgraduate,Freelancer,75662,0.12,1059268,11082.14,7,6,Medium,Neutral,5.27,3.01,50.0,22.0,12.0,16.0
27,Male,Postgraduate,Freelancer,64072,0.3,448504,29200.58,4,4,Medium,Bullish,5.38,2.77,35.0,42.0,15.0,8.0
45,Male,Postgraduate,Mid-career,96724,0.09,1741032,15116.66,6,9,Long,Bullish,7.64,3.45,85.0,9.0,20.0,-14.0
45,Male,Doctorate,Business Owner,192312,0.19,1730808,22241.97,9,8,Short,Bullish,8.26,2.45,83.0,5.0,12.0,0.0
56,Female,Postgraduate,Senior Professional,215365,0.23,1722920,37660.59,4,8,Short,Bullish,6.94,2.66,72.0,8.0,13.0,7.0
67,Male,Graduate,Retired,32381,0.35,647620,9646.21,5,10,Medium,Neutral,4.43,7.22,54.0,7.0,17.0,22.0
35,Male,Graduate,Business Owner,360952,0.14,6136184,84021.82,4,3,Medium,Neutral,7.45,5.01,28.0,44.0,15.0,13.0
39,Female,Postgraduate,Mid-career,78771,0.1,708939,20925.01,4,9,Short,Bearish,4.22,3.67,64.0,17.0,19.0,0.0
53,Male,Graduate,Senior Professional,106220,0.16,2018180,16368.46,7,1,Short,Neutral,6.42,4.57,10.0,59.0,11.0,20.0
36,Male,Doctorate,Business Owner,208909,0.18,3342544,74345.6,7,6,Short,Bearish,8.54,7.52,37.0,30.0,13.0,20.0
43,Male,Graduate,Mid-career,95500,0.13,764000,15884.33,3,2,Short,Neutral,8.12,6.37,25.0,50.0,20.0,5.0
31,Male,Postgraduate,Mid-career,107794,0.07,1401322,13692.94,5,7,Short,Neutral,8.18,7.56,45.0,28.0,20.0,7.0
31,Male,Postgraduate,Mid-career,116336,0.22,2326720,14850.87,6,2,Long,Neutral,7.38,6.29,13.0,45.0,18.0,24.0
40,Female,Postgraduate,Business Owner,405283,0.3,5268679,200131.62,8,10,Medium,Neutral,6.93,5.86,70.0,9.0,18.0,3.0
30,Female,Graduate,Entry-level,41435,0.42,745830,11060.55,6,8,Medium,Neutral,7.15,5.75,76.0,6.0,19.0,-1.0
73,Male,Graduate,Retired,28589,0.02,343068,12893.89,2,4,Long,Bullish,4.51,4.76,26.0,51.0,10.0,13.0
31,Female,Postgraduate,Business Owner,276036,0.27,2484324,61758.46,4,10,Short,Bullish,4.48,4.18,61.0,9.0,13.0,17.0
26,Female,Postgraduate,Entry-level,30545,0.19,213815,6374.25,6,6,Short,Neutral,7.94,5.33,44.0,24.0,20.0,12.0
28,Female,Graduate,Freelancer,65729,0.08,1314580,9376.69,4,7,Medium,Neutral,5.28,4.9,45.0,36.0,20.0,-1.0
54,Female,Postgraduate,Executive,657957,0.09,7237527,230023.03,5,3,Long,Bullish,4.92,6.31,29.0,44.0,10.0,17.0
54,Male,Postgraduate,Senior Professional,100113,0.17,1001130,22927.95,6,4,Short,Neutral,7.54,4.85,16.0,51.0,16.0,17.0
19,Male,Graduate,Student,8218,0.08,32872,2496.66,2,4,Long,Bullish,4.15,2.9,35.0,47.0,11.0,7.0
39,Female,Doctorate,Mid-career,101890,0.3,203780,21479.96,7,9,Long,Bullish,4.1,3.91,60.0,6.0,10.0,24.0
29,Female,Graduate,Entry-level,20358,0.07,81432,8100.46,6,7,Long,Neutral,6.43,7.23,37.0,20.0,12.0,31.0
35,Male,Postgraduate,Business Owner,147443,0.25,2211645,14991.2,7,8,Medium,Neutral,6.31,2.54,71.0,5.0,13.0,11.0
29,Male,Graduate,Freelancer,58875,0.04,471000,10892.35,7,6,Long,Bullish,5.26,7.08,52.0,33.0,15.0,0.0
33,Male,Graduate,Business Owner,406161,0.14,406161,202479.31,8,1,Short,Neutral,8.07,3.66,28.0,46.0,13.0,13.0
26,Male,Graduate,Entry-level,27510,0.37,385140,12679.11,1,8,Short,Neutral,7.68,6.39,73.0,8.0,14.0,5.0
64,Male,Graduate,Retired,30865,0.03,462975,4076.46,1,2,Short,Bullish,5.39,5.52,27.0,43.0,12.0,18.0
37,Female,Doctorate,Business Owner,187835,0.29,3568865,57077.13,3,3,Medium,Bullish,5.39,3.93,30.0,42.0,11.0,17.0
30,Male,Postgraduate,Freelancer,49206,0.11,49206,8419.0,1,10,Medium,Bullish,5.62,2.12,85.0,7.0,19.0,-11.0
21,Male,Undergraduate,Student,4863,0.43,87534,1249.01,4,10,Medium,Neutral,8.59,7.04,51.0,10.0,13.0,26.0
45,Male,Graduate,Mid-career,138865,0.2,416595,57424.94,7,3,Medium,Bearish,6.71,2.29,25.0,53.0,20.0,2.0
30,Male,Postgraduate,Entry-level,22811,0.46,114055,10676.92,5,7,Medium,Bullish,7.85,6.62,53.0,34.0,13.0,0.0
37,Male,Postgraduate,Business Owner,367636,0.27,367636,135634.19,3,10,Medium,Bullish,5.57,2.02,83.0,6.0,10.0,1.0
25,Male,Postgraduate,Freelancer,34082,0.16,613476,13814.66,5,2,Medium,Bullish,6.51,5.93,22.0,44.0,12.0,22.0
34,Male,Graduate,Business Owner,342804,0.23,3770844,142208.2,8,5,Medium,Bullish,8.46,5.73,38.0,23.0,15.0,24.0
39,Male,Graduate,Business Owner,449870,0.03,4498700,183761.41,3,5,Medium,Bullish,5.67,2.48,38.0,32.0,17.0,13.0
75,Male,Graduate,Retired,34040,0.01,646760,8171.75,4,4,Short,Bullish,5.39,3.13,32.0,35.0,18.0,15.0
26,Male,Graduate,Entry-level,34610,0.05,657590,4691.37,6,4,Medium,Neutral,6.06,4.84,15.0,48.0,11.0,26.0
68,Female,Postgraduate,Retired,12327,0.42,49308,1415.77,4,5,Medium,Bullish,5.56,3.13,46.0,28.0,10.0,16.0
73,Male,Postgraduate,Retired,30945,0.23,495120,5296.17,6,4,Short,Neutral,8.97,3.56,29.0,45.0,18.0,8.0
24,Female,Graduate,Entry-level,42479,0.18,552227,19355.5,3,5,Short,Neutral,8.77,5.31,42.0,29.0,16.0,13.0
60,Male,Graduate,Senior Professional,207870,0.02,3949530,32194.56,8,4,Short,Neutral,6.02,6.89,19.0,51.0,18.0,12.0
57,Male,Postgraduate,Senior Professional,115334,0.1,1845344,22039.66,6,9,Medium,Neutral,6.28,5.27,75.0,12.0,14.0,-1.0
26,Male,Graduate,Freelancer,65594,0.14,590346,10266.73,8,5,Short,Neutral,7.27,3.96,36.0,32.0,10.0,22.0
25,Female,Postgraduate,Freelancer,81130,0.01,1622600,8492.9,4,6,Long,Neutral,7.64,3.13,46.0,33.0,15.0,6.0
30,Male,Graduate,Entry-level,40067,0.09,520871,5834.32,3,1,Short,Bullish,4.35,5.36,17.0,36.0,18.0,29.0
29,Male,Graduate,Freelancer,82898,0.18,1160572,38508.43,6,5,Medium,Neutral,8.2,4.41,38.0,22.0,13.0,27.0
63,Female,Postgraduate,Retired,47822,0.25,956440,21614.92,5,4,Medium,Bullish,6.88,4.93,25.0,53.0,15.0,7.0
28,Female,Postgraduate,Freelancer,44450,0.31,133350,11871.91,2,3,Medium,Bearish,6.44,5.3,8.0,61.0,11.0,20.0
25,Male,Graduate,Entry-level,34943,0.46,628974,3701.87,3,5,Short,Bullish,5.94,2.05,46.0,30.0,14.0,10.0
30,Female,Graduate,Freelancer,44012,0.26,528144,21719.98,5,7,Long,Neutral,4.73,6.11,50.0,39.0,19.0,-8.0
21,Male,Graduate,Student,2774,0.0,36062,588.39,3,8,Long,Bullish,7.85,5.62,61.0,0.0,13.0,26.0
20,Male,Graduate,Student,5721,0.38,51489,2116.8,5,3,Short,Bullish,5.82,2.04,21.0,44.0,11.0,24.0
58,Male,Postgraduate,Executive,499697,0.09,3997576,198704.22,3,8,Short,Bullish,6.8,5.9,68.0,10.0,18.0,4.0
43,Female,Doctorate,Mid-career,60281,0.06,120562,12368.79,5,1,Short,Neutral,8.8,7.53,18.0,40.0,14.0,28.0
52,Male,Graduate,Senior Professional,156786,0.19,2508576,63592.43,7,7,Long,Neutral,8.83,7.9,44.0,27.0,13.0,16.0
41,Male,Postgraduate,Business Owner,200946,0.24,3617028,98728.73,3,1,Short,Bullish,4.87,2.56,24.0,47.0,11.0,18.0
72,Female,Postgraduate,Retired,20557,0.43,267241,8998.63,6,8,Short,Bearish,5.73,7.42,62.0,18.0,15.0,5.0
38,Male,Doctorate,Business Owner,281429,0.14,3377148,108582.29,4,7,Long,Bullish,6.05,4.36,41.0,27.0,12.0,20.0
52,Male,Graduate,Senior Professional,170596,0.25,2558940,56431.11,6,6,Long,Bearish,6.49,3.58,43.0,44.0,18.0,-5.0
50,Female,Graduate,Executive,792661,0.28,1585322,385909.33,10,1,Medium,Bearish,8.21,4.79,5.0,48.0,16.0,31.0
21,Male,Undergraduate,Student,4078,0.47,77482,483.97,4,9,Short,Neutral,4.96,7.5,55.0,11.0,16.0,18.0
39,Female,Postgraduate,Mid-career,149383,0.23,597532,27864.28,6,4,Short,Bullish,8.55,5.9,20.0,45.0,10.0,25.0
29,Male,Graduate,Entry-level,49467,0.15,98934,5941.12,3,5,Medium,Neutral,7.33,5.13,48.0,38.0,16.0,-2.0
45,Male,Doctorate,Mid-career,64270,0.21,385620,16091.19,9,1,Long,Bullish,7.62,5.03,33.0,36.0,11.0,20.0
42,Female,Doctorate,Business Owner,118375,0.13,947000,55600.02,6,1,Short,Bullish,7.46,5.97,19.0,43.0,16.0,22.0
31,Female,Postgraduate,Business Owner,409524,0.09,4504764,148226.18,10,4,Long,Bullish,5.69,2.89,31.0,37.0,20.0,12.0
61,Female,Postgraduate,Retired,19504,0.36,253552,2044.01,1,5,Medium,Neutral,6.61,2.37,49.0,21.0,10.0,20.0
24,Male,Postgraduate,Freelancer,42161,0.39,421610,17934.36,1,3,Short,Bullish,4.46,4.5,31.0,51.0,18.0,0.0
23,Female,Postgraduate,Entry-level,32224,0.01,96672,4766.77,3,6,Long,Bullish,4.91,7.89,48.0,34.0,16.0,2.0
25,Male,Graduate,Freelancer,31991,0.4,127964,12696.37,3,8,Short,Bullish,7.02,6.96,66.0,1.0,16.0,17.0
19,Male,Graduate,Student,3788,0.36,75760,1780.6,6,8,Long,Neutral,5.88,4.3,55.0,5.0,10.0,30.0
43,Male,Graduate,Business Owner,272272,0.04,5445440,130932.22,5,8,Short,Bullish,5.69,2.01,72.0,9.0,19.0,0.0
29,Male,Graduate,Entry-level,36308,0.21,689852,17209.78,4,1,Short,Neutral,8.11,7.94,19.0,58.0,16.0,7.0
56,Female,Graduate,Executive,419192,0.12,1676768,108453.81,5,8,Short,Neutral,5.75,2.32,80.0,7.0,10.0,3.0
41,Male,Postgraduate,Business Owner,239388,0.07,239388,28357.25,4,9,Medium,Bullish,6.47,5.08,58.0,1.0,11.0,30.0
19,Male,Undergraduate,Student,5499,0.06,38493,1789.41,2,10,Long,Neutral,5.71,7.58,60.0,7.0,10.0,23.0
34,Female,Postgraduate,Business Owner,163319,0.05,489957,19494.54,7,9,Medium,Bullish,7.13,7.94,67.0,3.0,13.0,17.0
22,Female,Graduate,Student,6416,0.23,12832,2209.83,2,1,Medium,Neutral,5.77,6.92,18.0,43.0,14.0,25.0
67,Male,Postgraduate,Retired,11291,0.08,124201,4891.8,3,6,Short,Neutral,6.77,4.76,41.0,26.0,11.0,22.0
48,Female,Postgraduate,Senior Professional,111236,0.29,2224720,19923.38,8,2,Medium,Bullish,7.53,3.86,17.0,48.0,13.0,22.0
28,Male,Graduate,Freelancer,55559,0.23,555590,10845.79,8,5,Medium,Neutral,6.25,5.36,42.0,20.0,12.0,26.0
59,Female,Graduate,Senior Professional,116071,0.25,1392852,47875.02,6,4,Medium,Bullish,4.69,3.71,31.0,53.0,13.0,3.0
32,Male,Graduate,Mid-career,138578,0.06,2771560,14000.93,7,9,Short,Bullish,8.31,7.84,66.0,3.0,18.0,13.0
69,Female,Postgraduate,Retired,46060,0.24,230300,9570.82,2,7,Short,Bearish,6.81,6.64,39.0,43.0,20.0,-2.0
45,Female,Postgraduate,Mid-career,112957,0.3,1468441,50730.22,8,4,Medium,Neutral,6.79,2.28,28.0,45.0,20.0,7.0
49,Female,Graduate,Executive,890310,0.1,16025580,274721.68,8,10,Short,Bullish,6.08,3.95,80.0,8.0,15.0,-3.0
34,Male,Graduate,Business Owner,255047,0.19,4845893,41616.16,3,10,Medium,Neutral,6.19,4.03,73.0,13.0,11.0,3.0
23,Male,Graduate,Entry-level,42533,0.02,595462,5371.47,6,6,Medium,Bearish,4.07,4.86,39.0,41.0,15.0,5.0
24,Female,Graduate,Freelancer,96559,0.09,386236,33324.14,3,3,Short,Bullish,5.43,3.02,15.0,54.0,10.0,21.0
52,Female,Graduate,Senior Professional,124144,0.04,2482880,48416.5,9,5,Medium,Neutral,8.11,6.78,49.0,26.0,18.0,7.0
42,Female,Graduate,Business Owner,201600,0.06,2822400,65244.29,8,7,Medium,Neutral,8.16,7.35,42.0,26.0,10.0,22.0
56,Female,Postgraduate,Senior Professional,113060,0.12,113060,50301.09,7,5,Medium,Bearish,6.03,5.77,31.0,35.0,15.0,19.0
18,Male,Undergraduate,Student,1990,0.33,5970,229.61,4,10,Medium,Bullish,7.29,2.95,63.0,10.0,17.0,10.0
72,Male,Postgraduate,Retired,34390,0.23,68780,6644.45,2,1,Medium,Bullish,7.64,6.25,29.0,43.0,17.0,11.0
44,Male,Graduate,Business Owner,412779,0.16,5778906,196112.1,10,10,Long,Bullish,7.72,6.55,81.0,0.0,14.0,5.0
28,Male,Postgraduate,Entry-level,36353,0.38,145412,10458.66,3,4,Medium,Bullish,4.49,2.92,27.0,41.0,19.0,13.0
65,Female,Postgraduate,Retired,27567,0.14,192969,7538.43,2,3,Medium,Bullish,4.81,6.98,21.0,46.0,18.0,15.0
51,Male,Postgraduate,Executive,813976,0.11,7325784,326089.4,5,7,Short,Bullish,5.98,7.42,43.0,25.0,17.0,15.0
45,Male,Postgraduate,Mid-career,102201,0.19,306603,40334.46,3,7,Medium,Neutral,5.1,7.6,33.0,34.0,12.0,21.0
51,Male,Graduate,Senior Professional,225743,0.22,3386145,106544.91,6,7,Short,Bullish,8.09,2.85,50.0,20.0,15.0,15.0
32,Male,Doctorate,Mid-career,74148,0.11,1260516,22060.08,5,4,Long,Neutral,8.03,6.0,11.0,42.0,13.0,34.0
23,Female,Graduate,Entry-level,33957,0.42,577269,9864.28,5,8,Medium,Neutral,7.61,7.21,61.0,8.0,15.0,16.0
50,Female,Postgraduate,Senior Professional,83084,0.13,581588,33726.84,9,6,Short,Bullish,6.7,6.77,45.0,32.0,17.0,6.0
36,Male,Doctorate,Business Owner,118731,0.22,2255889,40009.29,6,7,Long,Bullish,7.61,5.38,49.0,32.0,14.0,5.0
31,Male,Graduate,Mid-career,139359,0.24,557436,66391.25,10,8,Long,Bullish,5.59,4.26,82.0,3.0,10.0,5.0
46,Male,Graduate,Senior Professional,109519,0.04,1533266,46447.12,10,7,Long,Bullish,7.68,5.83,48.0,33.0,11.0,8.0
33,Female,Postgraduate,Business Owner,497714,0.06,5972568,146707.61,6,1,Medium,Bullish,4.79,5.88,34.0,39.0,16.0,11.0
42,Female,Doctorate,Business Owner,365092,0.21,4746196,122884.55,5,9,Short,Neutral,8.94,3.07,72.0,5.0,20.0,3.0
32,Male,Doctorate,Mid-career,93606,0.2,1029666,43350.87,7,10,Medium,Bullish,6.55,7.95,55.0,5.0,12.0,28.0
61,Female,Postgraduate,Retired,10409,0.04,114499,2895.27,2,3,Medium,Bullish,7.4,3.73,28.0,40.0,12.0,20.0
21,Male,Undergraduate,Student,2053,0.07,30795,346.83,6,5,Long,Neutral,4.23,6.06,42.0,25.0,12.0,21.0
51,Female,Graduate,Senior Professional,226096,0.0,1130480,82759.01,10,2,Short,Neutral,4.84,2.93,14.0,52.0,20.0,14.0
30,Female,Postgraduate,Entry-level,25358,0.23,253580,11600.3,6,8,Medium,Bullish,8.18,7.6,66.0,9.0,14.0,11.0
46,Male,Postgraduate,Senior Professional,88808,0.27,532848,28685.6,9,2,Medium,Neutral,8.4,2.17,22.0,54.0,14.0,10.0
32,Male,Postgraduate,Mid-career,111349,0.15,1224839,23215.33,9,5,Short,Bullish,7.78,3.4,51.0,31.0,12.0,6.0
30,Female,Graduate,Freelancer,98377,0.12,590262,47299.56,8,9,Long,Bearish,6.1,7.81,57.0,12.0,12.0,19.0
63,Male,Postgraduate,Retired,20789,0.4,207890,4736.54,1,4,Long,Bullish,8.08,4.0,25.0,50.0,12.0,13.0
36,Female,Postgraduate,Mid-career,75173,0.06,601384,36223.48,9,6,Long,Bullish,7.8,3.14,35.0,24.0,17.0,24.0
25,Male,Graduate,Entry-level,36256,0.27,652608,17619.2,5,10,Short,Neutral,8.43,4.96,64.0,13.0,18.0,5.0
26,Female,Postgraduate,Entry-level,41401,0.49,621015,14074.16,6,9,Medium,Bearish,4.17,7.38,57.0,17.0,15.0,11.0
39,Male,Graduate,Business Owner,141459,0.29,1273131,38998.87,9,7,Medium,Neutral,4.61,4.55,41.0,23.0,10.0,26.0
58,Male,Graduate,Senior Professional,121407,0.21,1214070,42137.04,4,2,Long,Bearish,5.19,6.5,23.0,64.0,20.0,-7.0
52,Female,Postgraduate,Executive,222653,0.09,890612,75089.14,4,10,Medium,Bullish,4.03,2.55,59.0,8.0,10.0,23.0
44,Male,Doctorate,Business Owner,296289,0.1,4740624,100415.06,5,7,Medium,Neutral,4.31,6.37,44.0,23.0,13.0,20.0
63,Female,Postgraduate,Retired,48810,0.11,390480,22274.35,3,1,Long,Bearish,6.44,4.72,6.0,50.0,12.0,32.0
60,Female,Postgraduate,Executive,345505,0.12,4146060,65828.98,7,9,Short,Neutral,8.1,6.41,71.0,10.0,17.0,2.0
20,Female,Undergraduate,Student,9551,0.43,181469,3848.0,1,2,Long,Neutral,4.46,5.23,16.0,40.0,15.0,29.0
53,Male,Graduate,Senior Professional,172792,0.18,2764672,55444.69,4,10,Medium,Bullish,5.6,3.34,69.0,4.0,18.0,9.0
35,Female,Doctorate,Business Owner,413326,0.11,5373238,80477.49,6,8,Short,Bullish,6.37,2.89,61.0,4.0,11.0,24.0
43,Female,Doctorate,Mid-career,66839,0.13,601551,13529.98,3,6,Long,Neutral,8.01,2.8,39.0,35.0,12.0,14.0
46,Female,Postgraduate,Executive,285061,0.2,4275915,108125.88,7,8,Medium,Bearish,6.6,6.86,47.0,16.0,20.0,17.0
25,Female,Graduate,Freelancer,90806,0.07,1634508,29526.57,8,3,Medium,Neutral,7.95,4.58,26.0,52.0,19.0,3.0
23,Male,Graduate,Entry-level,48569,0.3,582828,18490.13,3,9,Short,Bearish,7.18,3.11,64.0,20.0,17.0,-1.0
24,Male,Graduate,Freelancer,48834,0.11,488340,12225.12,4,3,Medium,Bullish,5.27,6.04,30.0,40.0,15.0,15.0
50,Female,Graduate,Executive,300739,0.24,5714041,132936.92,10,8,Long,Bullish,5.04,7.28,55.0,4.0,20.0,21.0
32,Male,Postgraduate,Mid-career,135574,0.14,1220166,56941.7,5,6,Long,Bullish,8.97,4.63,54.0,15.0,11.0,20.0
24,Male,Postgraduate,Freelancer,55441,0.17,831615,17934.81,4,10,Long,Bearish,5.61,5.93,66.0,17.0,20.0,-3.0
45,Male,Postgraduate,Business Owner,456779,0.05,2283895,73282.12,9,7,Medium,Bearish,5.15,7.83,34.0,34.0,13.0,19.0
36,Female,Doctorate,Business Owner,371762,0.2,5948192,147533.05,8,4,Long,Neutral,7.71,7.61,12.0,58.0,10.0,20.0
36,Male,Doctorate,Business Owner,178784,0.06,1430272,50543.43,7,8,Medium,Bearish,6.4,6.64,58.0,12.0,12.0,18.0
53,Female,Graduate,Senior Professional,223772,0.17,671316,67370.77,5,3,Long,Neutral,6.9,6.36,13.0,49.0,17.0,21.0
46,Male,Graduate,Executive,444279,0.1,6219906,114643.97,5,6,Short,Bullish,5.58,2.33,53.0,34.0,10.0,3.0
22,Female,Graduate,Student,7530,0.25,45180,2336.89,3,9,Long,Bullish,5.86,5.15,60.0,8.0,13.0,19.0
25,Female,Graduate,Freelancer,56509,0.17,791126,13021.2,3,6,Medium,Bullish,4.89,6.54,41.0,30.0,20.0,9.0
23,Female,Postgraduate,Freelancer,30504,0.3,488064,7834.03,1,9,Long,Neutral,7.55,2.0,80.0,9.0,11.0,0.0
36,Female,Doctorate,Business Owner,341496,0.17,4097952,142730.94,4,1,Medium,Neutral,6.59,5.48,11.0,46.0,16.0,27.0
34,Male,Graduate,Business Owner,431073,0.06,4310730,173457.92,10,3,Medium,Bullish,6.53,3.09,15.0,37.0,18.0,30.0
42,Female,Doctorate,Mid-career,123699,0.18,494796,50534.85,4,6,Medium,Neutral,7.57,6.67,36.0,25.0,16.0,23.0
19,Male,Undergraduate,Student,1094,0.39,19692,183.14,4,9,Medium,Neutral,5.5,4.5,69.0,11.0,15.0,5.0
64,Female,Graduate,Retired,28362,0.47,28362,14165.0,5,3,Long,Neutral,4.81,6.73,11.0,52.0,11.0,26.0
35,Male,Postgraduate,Mid-career,134637,0.04,403911,43933.47,9,8,Short,Neutral,7.53,6.94,66.0,7.0,15.0,12.0
22,Male,Undergraduate,Student,1341,0.5,18774,292.62,4,10,Medium,Neutral,7.42,7.21,63.0,13.0,10.0,14.0
30,Female,Graduate,Freelancer,66753,0.09,1068048,20163.21,9,10,Short,Neutral,7.14,5.95,50.0,10.0,15.0,25.0
24,Female,Graduate,Entry-level,38419,0.38,307352,7849.74,1,3,Long,Bullish,5.64,7.75,18.0,37.0,19.0,26.0
46,Male,Postgraduate,Senior Professional,187775,0.15,1314425,90041.44,5,6,Long,Neutral,6.85,4.88,45.0,21.0,12.0,22.0
38,Male,Postgraduate,Mid-career,67194,0.24,134388,13779.06,4,1,Short,Bullish,4.0,4.86,17.0,54.0,18.0,11.0
45,Male,Doctorate,Business Owner,451755,0.15,2710530,66697.15,10,1,Short,Bearish,7.07,6.8,7.0,46.0,12.0,35.0
21,Male,Graduate,Student,1369,0.42,8214,139.28,3,10,Medium,Bullish,6.17,3.37,58.0,3.0,18.0,21.0
30,Male,Graduate,Entry-level,38293,0.34,574395,17602.41,2,9,Short,Neutral,6.63,2.12,63.0,7.0,17.0,13.0
27,Female,Postgraduate,Freelancer,58167,0.2,407169,20932.41,4,3,Long,Bearish,6.94,4.75,10.0,64.0,17.0,9.0
33,Female,Graduate,Mid-career,120054,0.16,1200540,14991.34,9,8,Short,Neutral,4.51,3.18,67.0,6.0,16.0,11.0
24,Male,Postgraduate,Freelancer,91590,0.19,457950,26865.91,7,6,Medium,Bearish,4.72,5.9,44.0,37.0,10.0,9.0
18,Male,Graduate,Student,2221,0.34,11105,1037.59,4,4,Medium,Bullish,6.41,3.63,26.0,37.0,14.0,23.0
41,Male,Postgraduate,Business Owner,145752,0.0,1020264,72183.74,5,1,Medium,Neutral,8.53,3.73,23.0,53.0,13.0,11.0
23,Male,Graduate,Entry-level,37591,0.23,563865,4104.65,5,7,Medium,Bearish,4.45,6.64,42.0,43.0,12.0,3.0
71,Female,Graduate,Retired,41056,0.46,697952,8959.82,2,6,Long,Bullish,4.7,4.29,54.0,31.0,17.0,-2.0
57,Male,Postgraduate,Executive,749904,0.2,13498272,216379.23,8,9,Medium,Neutral,6.46,6.1,73.0,9.0,19.0,-1.0
22,Female,Graduate,Student,837,0.4,7533,393.08,4,1,Short,Bullish,5.66,4.7,35.0,42.0,19.0,4.0
34,Male,Doctorate,Business Owner,270925,0.18,4334800,117549.63,9,1,Medium,Bullish,7.33,2.33,30.0,36.0,11.0,23.0
25,Male,Postgraduate,Entry-level,39457,0.1,78914,16117.63,4,9,Long,Bearish,5.22,3.73,63.0,17.0,13.0,7.0
26,Male,Graduate,Entry-level,30819,0.1,493104,3277.68,3,10,Short,Neutral,8.16,6.46,78.0,11.0,10.0,1.0
28,Female,Graduate,Freelancer,65805,0.25,789660,21537.82,8,2,Short,Bullish,5.18,2.53,24.0,53.0,12.0,11.0
24,Male,Graduate,Entry-level,28209,0.3,310299,8306.22,4,5,Medium,Bullish,8.52,2.9,50.0,28.0,19.0,3.0
25,Male,Postgraduate,Freelancer,34354,0.22,206124,13902.33,6,8,Medium,Neutral,6.6,2.18,59.0,6.0,13.0,22.0
35,Male,Doctorate,Mid-career,106089,0.18,636534,46487.06,8,9,Medium,Bullish,6.78,5.58,63.0,4.0,12.0,21.0
50,Female,Postgraduate,Executive,802788,0.01,9633456,137871.07,10,9,Long,Bullish,6.57,7.83,74.0,2.0,16.0,8.0
35,Male,Doctorate,Business Owner,398734,0.1,7575946,63630.02,4,1,Short,Bullish,7.03,7.86,15.0,39.0,13.0,33.0
49,Male,Postgraduate,Senior Professional,208097,0.19,1040485,83364.23,5,9,Short,Neutral,6.51,3.16,61.0,9.0,12.0,18.0
23,Female,Graduate,Entry-level,40492,0.04,323936,6368.23,1,3,Short,Neutral,5.08,7.81,19.0,53.0,16.0,12.0
27,Male,Postgraduate,Entry-level,35862,0.43,358620,17555.64,6,9,Medium,Neutral,5.69,4.06,52.0,6.0,13.0,29.0
18,Male,Undergraduate,Student,4908,0.22,98160,1603.64,4,2,Short,Bullish,6.46,3.43,18.0,49.0,11.0,22.0
24,Male,Graduate,Entry-level,28200,0.15,507600,8846.53,3,10,Long,Bullish,4.88,3.32,80.0,4.0,10.0,6.0
37,Female,Graduate,Mid-career,117359,0.0,234718,41728.5,7,7,Long,Bullish,6.84,2.7,43.0,16.0,14.0,27.0
71,Female,Graduate,Retired,17348,0.16,52044,7281.45,6,1,Medium,Neutral,6.4,2.27,21.0,59.0,19.0,1.0
19,Male,Graduate,Student,9839,0.1,88551,1316.25,6,4,Medium,Neutral,7.41,4.52,19.0,57.0,16.0,8.0
58,Male,Graduate,Executive,516874,0.13,516874,78413.95,7,9,Medium,Neutral,4.91,3.02,52.0,6.0,17.0,25.0
36,Male,Doctorate,Mid-career,97737,0.14,293211,10608.2,5,9,Long,Bearish,6.41,4.16,64.0,20.0,13.0,3.0
36,Female,Postgraduate,Business Owner,216432,0.21,432864,89865.62,6,5,Medium,Bullish,4.79,7.32,48.0,20.0,16.0,16.0
74,Male,Graduate,Retired,48714,0.04,97428,12404.79,4,7,Long,Bullish,4.35,6.08,37.0,26.0,20.0,17.0
48,Female,Graduate,Senior Professional,200102,0.08,400204,39174.73,7,3,Medium,Bullish,7.22,5.48,20.0,43.0,18.0,19.0
48,Female,Graduate,Senior Professional,195208,0.09,3318536,87939.52,3,8,Long,Bullish,4.15,7.96,56.0,3.0,10.0,31.0
